bias_z,frequency_ghz,mean_centered_abs_response
# Source: Zhang et al., Phys. Rev. Applied 24, 034003 (2025), Fig. 2 data.
# Dataset: https://doi.org/10.5281/zenodo.16791932 (CC BY 4.0).
# Modified: file-wise mean subtraction, absolute value, and restriction to the two comparison windows.
0.60,4.700000,33.5767604592
0.60,4.695000,11.0083978479
0.60,4.690000,4.96063005513
0.60,4.685000,8.20783034283
0.60,4.680000,4.53394692363
0.60,4.675000,7.38932833443
0.60,4.670000,0.317072322233
0.60,4.665000,7.76691668253
0.60,4.660000,11.5379398197
0.60,4.655000,7.67344523203
0.60,4.655000,0.0306295199214
0.60,4.650000,3.62535635538
0.60,4.645000,2.59700799258
0.60,4.640000,15.5776970596
0.60,4.635000,72.9732490758
0.60,4.630000,14.6399944447
0.60,4.625000,20.2692786412
0.60,4.620000,4.04223814712
0.60,4.615000,6.94951359942
0.60,4.610000,9.57542163472
0.60,4.605000,2.12305482752
0.60,4.600000,1.61353558602
0.60,4.595000,6.35977203042
0.60,4.590000,5.39116235462
0.60,4.585000,1.81101077232
0.60,4.580000,2.38707605942
0.60,4.575000,0.454892157721
0.60,4.570000,2.71650113472
0.60,4.565000,5.89039621722
0.60,4.560000,2.68534160652
0.60,4.555000,12.2663013876
0.60,4.550000,6.44804336282
0.60,4.545000,5.50088222252
0.60,4.540000,6.16905793412
0.60,4.535000,8.22706260602
0.60,4.530000,15.4040749066
0.60,4.525000,19.6648030932
0.60,4.520000,93.9300465218
0.60,4.515000,54.6699949588
0.60,4.510000,16.0977731725
0.60,4.505000,3.72231307848
0.60,4.500000,2.28246139382
0.60,4.495000,2.33129198682
0.60,4.490000,6.85763564382
0.60,4.485000,4.62580072402
0.60,4.480000,0.997891536379
0.60,4.475000,1.45729462138
0.60,4.470000,0.592356120221
0.60,4.465000,0.839768425321
0.60,4.460000,3.83608827948
0.60,4.455000,2.60794923608
0.60,4.450000,5.27808336348
0.60,4.445000,2.49347683618
0.60,4.440000,5.81702978538
0.60,4.435000,2.16126008908
0.60,4.430000,0.0914278389214
0.60,4.425000,3.45326266788
0.60,4.420000,1.39074640348
0.60,4.415000,5.56978406078
0.60,4.410000,2.97395451558
0.60,4.405000,3.74042954168
0.60,4.400000,2.54721854138
0.60,4.395000,1.87663183522
0.60,4.390000,2.63873398428
0.60,4.385000,5.45486668118
0.60,4.380000,2.73558362222
0.60,4.375000,0.979046875779
0.60,4.370000,1.61407228508
0.60,4.365000,0.134000864021
0.60,4.360000,3.11413300818
0.60,4.355000,2.67233013278
0.60,4.350000,4.08024398478
0.60,4.345000,4.00342981598
0.60,4.340000,4.81841527238
0.60,4.335000,4.79850708168
0.60,4.330000,4.61532523538
0.60,4.325000,4.51451001358
0.60,4.320000,7.94551719868
0.60,4.315000,1.15423361422
0.60,4.310000,6.25343192188
0.60,4.305000,3.34315518368
0.61,4.780000,9.96188538794
0.61,4.775000,11.2614016573
0.61,4.770000,7.59320773924
0.61,4.765000,8.66833759824
0.61,4.760000,9.11034196754
0.61,4.755000,3.77756937564
0.61,4.750000,2.56739309984
0.61,4.745000,7.37832385924
0.61,4.740000,5.92404989794
0.61,4.735000,4.80430132864
0.61,4.730000,1.55808515594
0.61,4.725000,2.00427245736
0.61,4.720000,8.13822322366
0.61,4.715000,11.105352704
0.61,4.710000,12.7908965014
0.61,4.710000,3.63388032273
0.61,4.705000,1.03689537957
0.61,4.700000,0.814253893433
0.61,4.695000,10.0264067251
0.61,4.690000,62.9602518152
0.61,4.685000,2.95117152143
0.61,4.680000,9.43183590563
0.61,4.675000,7.05480328703
0.61,4.670000,7.79478234903
0.61,4.665000,6.23914185233
0.61,4.660000,7.86599408963
0.61,4.655000,6.57079704253
0.61,4.655000,0.446314401679
0.61,4.650000,2.64871499282
0.61,4.645000,4.57434863918
0.61,4.640000,17.8713884806
0.61,4.635000,79.9966915728
0.61,4.630000,14.8872142669
0.61,4.625000,20.0403178048
0.61,4.620000,8.18185478732
0.61,4.615000,5.46723451402
0.61,4.610000,6.16505386822
0.61,4.605000,0.0580204223786
0.61,4.600000,3.02018362952
0.61,4.595000,5.88570604822
0.61,4.590000,2.37809228412
0.61,4.585000,0.313318677621
0.61,4.580000,2.60240070438
0.61,4.575000,0.0646362598214
0.61,4.570000,5.35566793922
0.61,4.565000,3.72692354902
0.61,4.560000,1.49042917992
0.61,4.555000,9.56929175292
0.61,4.550000,4.99005765382
0.61,4.545000,3.73758790872
0.61,4.540000,1.98716248172
0.61,4.535000,5.47740670992
0.61,4.530000,6.88770524232
0.61,4.525000,10.2067183244
0.61,4.520000,5.28934683502
0.61,4.515000,14.1534658241
0.61,4.510000,6.69786526612
0.61,4.505000,14.8447514562
0.61,4.500000,23.5507026796
0.61,4.495000,52.3397609818
0.61,4.490000,87.0896677448
0.61,4.485000,8.88410407312
0.61,4.480000,2.85911155308
0.61,4.475000,1.56781448518
0.61,4.470000,0.482954650179
0.61,4.465000,1.38781746238
0.61,4.460000,0.996903772421
0.61,4.455000,1.99622163402
0.61,4.450000,5.23347880752
0.61,4.445000,5.95221937398
0.61,4.440000,1.94410343988
0.61,4.435000,2.66762495808
0.61,4.430000,6.09742353938
0.61,4.425000,6.05575971668
0.61,4.420000,1.21922328632
0.61,4.415000,1.42658033568
0.61,4.410000,2.52434017368
0.61,4.405000,0.0177598246786
0.61,4.400000,0.410447665379
0.61,4.395000,4.78418744738
0.61,4.390000,1.32807088838
0.61,4.385000,2.83447757928
0.61,4.380000,0.525923506679
0.61,4.375000,1.22947268168
0.61,4.370000,2.81882875988
0.61,4.365000,6.28752371738
0.61,4.360000,0.745879120979
0.61,4.355000,0.200217486321
0.61,4.350000,4.20221815828
0.61,4.345000,5.94800212178
0.61,4.340000,3.72507636048
0.61,4.335000,5.00200804578
0.61,4.330000,3.20733839158
0.61,4.325000,2.16431696618
0.61,4.320000,6.48267873878
0.61,4.315000,3.59451634658
0.61,4.310000,1.44393584328
0.61,4.305000,2.07046825898
0.62,4.780000,6.63821455574
0.62,4.775000,7.97639249204
0.62,4.770000,5.08766180834
0.62,4.765000,7.16994019734
0.62,4.760000,7.65461069924
0.62,4.755000,6.20210809884
0.62,4.750000,7.58941545984
0.62,4.745000,2.54562582094
0.62,4.740000,5.82473912264
0.62,4.735000,7.49640012144
0.62,4.730000,0.15058786576
0.62,4.725000,1.58219675456
0.62,4.720000,1.85131310776
0.62,4.715000,2.91510657604
0.62,4.710000,2.48660340074
0.62,4.710000,2.47162679833
0.62,4.705000,1.65199825763
0.62,4.700000,0.023527693533
0.62,4.695000,4.42414681957
0.62,4.690000,19.0334054715
0.62,4.685000,8.47528243257
0.62,4.680000,8.91612853147
0.62,4.675000,5.37471346643
0.62,4.670000,10.286933095
0.62,4.665000,10.1671974717
0.62,4.660000,10.4562118978
0.62,4.655000,9.29218892143
0.62,4.655000,2.05200356098
0.62,4.650000,0.957090313221
0.62,4.645000,0.240144179221
0.62,4.640000,21.172025769
0.62,4.635000,78.9289209438
0.62,4.630000,15.0058908262
0.62,4.625000,17.722386202
0.62,4.620000,4.07859434262
0.62,4.615000,7.23995483652
0.62,4.610000,4.25932428732
0.62,4.605000,1.62532112302
0.62,4.600000,2.29200268242
0.62,4.595000,7.91865217402
0.62,4.590000,1.05910574942
0.62,4.585000,0.668915948421
0.62,4.580000,0.408334031321
0.62,4.575000,2.67311983452
0.62,4.570000,0.549467651979
0.62,4.565000,2.05368760352
0.62,4.560000,2.54211399528
0.62,4.555000,0.379131462921
0.62,4.550000,0.639046298521
0.62,4.545000,3.44500078042
0.62,4.540000,3.19782976502
0.62,4.535000,1.65556640058
0.62,4.530000,3.33603952512
0.62,4.525000,0.626177629679
0.62,4.520000,1.97398681088
0.62,4.515000,3.99501489262
0.62,4.510000,1.19535513492
0.62,4.505000,3.47941144232
0.62,4.500000,2.27285097102
0.62,4.495000,4.57267019702
0.62,4.490000,6.41496813882
0.62,4.485000,4.91978892892
0.62,4.480000,3.88111774072
0.62,4.475000,5.51572635912
0.62,4.470000,23.6229589142
0.62,4.465000,88.3417405448
0.62,4.460000,40.4892335048
0.62,4.455000,3.45163123528
0.62,4.450000,5.06547455348
0.62,4.445000,0.640735104979
0.62,4.440000,0.978232865621
0.62,4.435000,2.72459309118
0.62,4.430000,3.14702526438
0.62,4.425000,4.79148185498
0.62,4.420000,5.72355310432
0.62,4.415000,1.83266743032
0.62,4.410000,2.12872129622
0.62,4.405000,3.09567608572
0.62,4.400000,2.01739718748
0.62,4.395000,2.34236531648
0.62,4.390000,1.22517990002
0.62,4.385000,5.49111212778
0.62,4.380000,1.62068508208
0.62,4.375000,0.937281434421
0.62,4.370000,4.98113968448
0.62,4.365000,6.00948262508
0.62,4.360000,1.23216899758
0.62,4.355000,0.884250252579
0.62,4.350000,3.20698492498
0.62,4.345000,1.35991407838
0.62,4.340000,5.03272793148
0.62,4.335000,5.83244641568
0.62,4.330000,4.14002727098
0.62,4.325000,2.04041595828
0.62,4.320000,3.68375732018
0.62,4.315000,2.45553957628
0.62,4.310000,4.87493092338
0.62,4.305000,3.53069548258
0.63,4.710000,6.69290189773
0.63,4.705000,8.19653743293
0.63,4.700000,4.78711551063
0.63,4.695000,0.275121410067
0.63,4.690000,6.04079694717
0.63,4.685000,8.33392746547
0.63,4.680000,14.031438711
0.63,4.675000,18.7348849734
0.63,4.670000,4.48028187493
0.63,4.665000,5.77088754563
0.63,4.660000,7.18993330413
0.63,4.655000,4.25625664603
0.63,4.655000,2.25688183252
0.63,4.650000,0.134643905479
0.63,4.645000,1.46230522788
0.63,4.640000,17.9844659961
0.63,4.635000,78.0225309348
0.63,4.630000,12.8467701681
0.63,4.625000,14.8195304463
0.63,4.620000,5.00826020272
0.63,4.615000,3.32808377712
0.63,4.610000,8.13952643072
0.63,4.605000,2.85217847878
0.63,4.600000,1.97958369182
0.63,4.595000,3.01383584952
0.63,4.590000,0.00658656887859
0.63,4.585000,3.55542919088
0.63,4.580000,3.99558753398
0.63,4.575000,1.84060860718
0.63,4.570000,0.326322826179
0.63,4.565000,0.0709453394786
0.63,4.560000,0.225377355779
0.63,4.555000,2.03380661692
0.63,4.550000,9.43007865852
0.63,4.545000,4.55678395212
0.63,4.540000,3.39533169512
0.63,4.535000,4.82395758838
0.63,4.530000,0.588076414721
0.63,4.525000,0.127250706979
0.63,4.520000,1.89394218008
0.63,4.515000,1.28137258892
0.63,4.510000,2.00539499112
0.63,4.505000,1.02263934928
0.63,4.500000,0.439325508679
0.63,4.495000,1.45467402592
0.63,4.490000,4.14042064942
0.63,4.485000,1.78769270938
0.63,4.480000,1.94779994618
0.63,4.475000,0.0113937217786
0.63,4.470000,0.367462581721
0.63,4.465000,0.227371763921
0.63,4.460000,2.90926006662
0.63,4.455000,1.21185632722
0.63,4.450000,0.918364197121
0.63,4.445000,11.5805079466
0.63,4.440000,27.6335114808
0.63,4.435000,92.4064740238
0.63,4.430000,24.5204209228
0.63,4.425000,5.98735707958
0.63,4.420000,1.85703563548
0.63,4.415000,6.02578890978
0.63,4.410000,0.442662100779
0.63,4.405000,3.49003627258
0.63,4.400000,1.51294615298
0.63,4.395000,5.98541169288
0.63,4.390000,2.90807861428
0.63,4.385000,0.447162073679
0.63,4.380000,0.536047407679
0.63,4.375000,3.92261601652
0.63,4.370000,1.35630036962
0.63,4.365000,0.725542565579
0.63,4.360000,4.36954964022
0.63,4.355000,0.600836200221
0.63,4.350000,1.47806473878
0.63,4.345000,2.06846314538
0.63,4.340000,7.09286832238
0.63,4.335000,7.96009862048
0.63,4.330000,2.16143273148
0.63,4.325000,1.74561205138
0.63,4.320000,3.72399292818
0.63,4.315000,2.00395199388
0.63,4.310000,4.51408351968
0.63,4.305000,3.25174919978
0.64,4.710000,3.55387568253
0.64,4.705000,5.95107473333
0.64,4.700000,2.68870557453
0.64,4.695000,5.28145274863
0.64,4.690000,2.15388801683
0.64,4.685000,0.536009930567
0.64,4.680000,0.216744161667
0.64,4.675000,61.2766676732
0.64,4.670000,12.8902483433
0.64,4.665000,6.80518300133
0.64,4.660000,5.89522734463
0.64,4.655000,9.57895104903
0.64,4.655000,0.254411893079
0.64,4.650000,4.50065059758
0.64,4.645000,1.78937802668
0.64,4.640000,18.2838729141
0.64,4.635000,78.9219401988
0.64,4.630000,16.2798193898
0.64,4.625000,14.2670386954
0.64,4.620000,1.42525689662
0.64,4.615000,2.22190701432
0.64,4.610000,1.43561153502
0.64,4.605000,0.463009199279
0.64,4.600000,4.80131021182
0.64,4.595000,6.27687396722
0.64,4.590000,1.38836772262
0.64,4.585000,1.91507513242
0.64,4.580000,1.54602924168
0.64,4.575000,1.31986923422
0.64,4.570000,3.36354344288
0.64,4.565000,1.05731695078
0.64,4.560000,2.89380037552
0.64,4.555000,1.73062203212
0.64,4.550000,0.209355222379
0.64,4.545000,1.30456540632
0.64,4.540000,0.764252621021
0.64,4.535000,3.16085820188
0.64,4.530000,0.963562651321
0.64,4.525000,1.92901241382
0.64,4.520000,0.388450398821
0.64,4.515000,0.251316167221
0.64,4.510000,0.937987878621
0.64,4.505000,4.01434710352
0.64,4.500000,0.990514530079
0.64,4.495000,0.762133559279
0.64,4.490000,0.377675031779
0.64,4.485000,1.83522943212
0.64,4.480000,0.597017463521
0.64,4.475000,2.35887889218
0.64,4.470000,1.40464508552
0.64,4.465000,1.86684686478
0.64,4.460000,3.48343022728
0.64,4.455000,0.901566254721
0.64,4.450000,0.114763404879
0.64,4.445000,3.20282085708
0.64,4.440000,2.96046080028
0.64,4.435000,4.35256798028
0.64,4.430000,0.356506272521
0.64,4.425000,2.57139923118
0.64,4.420000,3.79609352302
0.64,4.415000,2.15912971832
0.64,4.410000,23.8088169758
0.64,4.405000,84.2097711638
0.64,4.400000,31.5085625158
0.64,4.395000,1.46599564808
0.64,4.390000,4.34477915558
0.64,4.385000,2.44813156128
0.64,4.380000,3.78010898838
0.64,4.375000,3.80427013288
0.64,4.370000,2.33412759638
0.64,4.365000,6.26446788568
0.64,4.360000,1.15876078598
0.64,4.355000,2.11945613238
0.64,4.350000,6.36465514398
0.64,4.345000,0.231724831079
0.64,4.340000,6.02712316898
0.64,4.335000,4.83341493758
0.64,4.330000,0.350070620821
0.64,4.325000,4.63720858602
0.64,4.320000,1.85278976212
0.64,4.315000,5.22981999832
0.64,4.310000,0.947632904121
0.64,4.305000,0.747882116179
0.65,4.710000,5.87382540973
0.65,4.705000,4.24070672633
0.65,4.700000,5.86332549503
0.65,4.695000,3.63956171643
0.65,4.690000,8.58113673183
0.65,4.685000,4.35777940553
0.65,4.680000,2.78453507087
0.65,4.675000,2.98026107187
0.65,4.670000,32.6790647192
0.65,4.665000,1.00272847637
0.65,4.660000,9.06643924893
0.65,4.655000,9.52618932213
0.65,4.655000,1.54614436432
0.65,4.650000,0.138077626879
0.65,4.645000,0.366701235921
0.65,4.640000,20.0803446551
0.65,4.635000,77.8531638808
0.65,4.630000,15.3564457285
0.65,4.625000,14.0453401751
0.65,4.620000,3.49347761842
0.65,4.615000,1.27649488522
0.65,4.610000,0.0537880006786
0.65,4.605000,1.15150507128
0.65,4.600000,1.21260942352
0.65,4.595000,0.228397300621
0.65,4.590000,0.622744361421
0.65,4.585000,2.49352291312
0.65,4.580000,4.19053224458
0.65,4.575000,1.31675206322
0.65,4.570000,1.13251647238
0.65,4.565000,0.422851562721
0.65,4.560000,3.91902342468
0.65,4.555000,1.07310741262
0.65,4.550000,0.104994476179
0.65,4.545000,1.53787274938
0.65,4.540000,2.06939703282
0.65,4.535000,0.207683866979
0.65,4.530000,1.41073123408
0.65,4.525000,2.15498604482
0.65,4.520000,4.88370610212
0.65,4.515000,1.58646782238
0.65,4.510000,1.25291616732
0.65,4.505000,0.902024453321
0.65,4.500000,0.0619568343214
0.65,4.495000,0.175634402379
0.65,4.490000,1.02723236338
0.65,4.485000,0.740431831979
0.65,4.480000,0.439569672621
0.65,4.475000,0.192750634279
0.65,4.470000,0.598322339979
0.65,4.465000,0.300252426421
0.65,4.460000,1.22106591252
0.65,4.455000,1.45862165818
0.65,4.450000,2.28624494468
0.65,4.445000,3.84436131708
0.65,4.440000,1.37477752628
0.65,4.435000,3.56669300418
0.65,4.430000,1.27391771998
0.65,4.425000,2.66378421488
0.65,4.420000,0.113023994379
0.65,4.415000,1.05445021638
0.65,4.410000,0.304610367221
0.65,4.405000,1.29911371028
0.65,4.400000,2.29868584232
0.65,4.395000,2.11574299178
0.65,4.390000,0.301962832521
0.65,4.385000,5.71695222262
0.65,4.380000,19.2481000478
0.65,4.375000,86.6231222048
0.65,4.370000,64.7974149348
0.65,4.365000,2.60085166208
0.65,4.360000,1.89891762428
0.65,4.355000,5.97517401658
0.65,4.350000,3.39949454788
0.65,4.345000,7.36991819618
0.65,4.340000,4.26145950738
0.65,4.335000,4.59192117128
0.65,4.330000,0.886644179521
0.65,4.325000,1.21213872912
0.65,4.320000,3.83244565298
0.65,4.315000,3.62109892428
0.65,4.310000,1.28666010512
0.65,4.305000,3.99794449758
0.67,4.445000,1.26440745708
0.67,4.440000,0.134782367679
0.67,4.435000,4.77126216498
0.67,4.430000,5.11261214038
0.67,4.425000,0.299016916921
0.67,4.420000,8.32784616948
0.67,4.415000,4.83766003688
0.67,4.410000,6.51346573168
0.67,4.405000,1.90712139188
0.67,4.400000,3.91636940688
0.67,4.395000,3.35850838618
0.67,4.390000,3.40457114288
0.67,4.385000,2.26634961772
0.67,4.380000,4.64950141948
0.67,4.375000,2.78973252608
0.67,4.370000,0.414277747779
0.67,4.365000,3.36786489598
0.67,4.360000,3.09146461838
0.67,4.355000,5.76695531748
0.67,4.350000,5.84466581378
0.67,4.345000,6.83887110838
0.67,4.340000,6.06311733558
0.67,4.335000,3.21018260448
0.67,4.330000,0.576070858279
0.67,4.325000,1.15864511538
0.67,4.320000,7.39950650512
0.67,4.315000,25.5203257978
0.67,4.310000,40.7940795568
0.67,4.305000,35.4161397788
0.67,4.300000,3.93683698228
0.67,4.295000,6.02011896868
0.67,4.290000,7.56686187748
0.67,4.285000,7.73044325198
0.67,4.280000,5.70105225998
0.67,4.275000,8.10490798128
0.67,4.270000,4.13884206858
0.67,4.265000,7.60763068448
0.67,4.260000,4.72944657278
0.67,4.255000,9.28095272138
0.67,4.250000,7.53136777988
0.67,4.245000,3.02232142808
0.67,4.240000,6.35351721018
0.67,4.235000,6.01803572008
0.67,4.230000,4.35653156298
0.67,4.225000,4.81675743828
0.67,4.220000,4.73877826548
0.67,4.215000,4.71801313948
0.67,4.210000,3.87302277618
0.67,4.205000,1.56389045068
0.67,4.200000,4.96520543998
0.67,4.195000,0.503120135121
0.67,4.190000,2.98491886148
0.67,4.185000,8.66028177078
0.67,4.180000,7.65481366788
0.67,4.175000,3.68168336218
0.67,4.170000,5.72196907818
0.67,4.165000,4.88245929918
0.67,4.160000,3.16921808468
0.67,4.155000,3.34683323058
0.67,4.150000,0.789518833879
0.67,4.145000,1.66843677412
0.67,4.140000,2.66112044932
0.67,4.135000,6.56679965148
0.67,4.135000,4.19712069863
0.67,4.130000,2.63532893973
0.67,4.125000,7.35640727503
0.67,4.120000,7.57664456623
0.67,4.115000,6.98937224553
0.67,4.110000,7.82100379463
0.67,4.105000,6.60991297483
0.67,4.100000,1.32264409493
0.67,4.095000,4.22283075503
0.67,4.090000,2.80007269777
0.67,4.085000,2.91978783817
0.67,4.080000,0.777220999368
0.67,4.075000,0.579363489432
0.67,4.070000,0.960410977468
0.67,4.065000,2.34392234213
0.67,4.060000,4.20257792353
0.67,4.055000,1.20451678297
0.67,4.050000,3.67056023547
0.67,4.045000,3.28080420693
0.67,4.040000,2.62137418387
0.67,4.035000,0.0770976369677
0.67,4.030000,0.465812740868
0.67,4.025000,0.584861699532
0.67,4.020000,2.27403489813
0.67,4.015000,2.81823903923
0.67,4.010000,5.25832873533
0.67,4.005000,2.52649859607
0.67,4.000000,1.11050100763
0.67,3.995000,1.49457132917
0.67,3.990000,2.70391457057
0.67,3.985000,0.581390879868
0.67,3.980000,0.562798118032
0.67,3.975000,0.595240586668
0.67,3.970000,2.07906420073
0.67,3.965000,2.52142648533
0.67,3.960000,0.339915409968
0.67,3.955000,0.784687166032
0.67,3.950000,1.24060619813
0.67,3.945000,0.388574646468
0.67,3.940000,0.868621004432
0.67,3.935000,1.43651280527
0.67,3.930000,3.28696397487
0.67,3.925000,1.94414848383
0.67,3.920000,1.64791588413
0.67,3.915000,1.59319566203
0.67,3.910000,0.373201592968
0.67,3.905000,1.37764876343
0.67,3.900000,0.289616788132
0.67,3.895000,1.90495465873
0.67,3.890000,1.85877889327
0.67,3.885000,2.54985338237
0.67,3.880000,0.260605492632
0.67,3.875000,1.30741780807
0.67,3.870000,5.11293918667
0.67,3.865000,2.14503502387
0.67,3.860000,0.557851581332
0.67,3.855000,3.86890296537
0.67,3.850000,0.285282263132
0.67,3.845000,0.924523626832
0.67,3.840000,3.71993084547
0.67,3.835000,1.92745409487
0.67,3.830000,2.34709605057
0.67,3.825000,1.39828089733
0.67,3.820000,0.919413433068
0.67,3.815000,0.636736409068
0.67,3.810000,0.625902377332
0.67,3.805000,1.72290536633
0.67,3.800000,0.568238318632
0.67,3.795000,0.416404919668
0.67,3.790000,3.00233461827
0.67,3.785000,3.41625599857
0.67,3.780000,0.179664238668
0.67,3.775000,3.07411997617
0.67,3.770000,2.07049427013
0.67,3.765000,0.948969846868
0.67,3.760000,0.0393926860677
0.67,3.755000,1.27948537257
0.67,3.750000,3.05489524263
0.67,3.745000,0.399945395832
0.67,3.740000,3.14284493057
0.67,3.735000,0.784400988932
0.67,3.730000,2.28835539627
0.67,3.725000,1.67050375707
0.67,3.720000,2.47550865637
0.67,3.715000,3.76031743357
0.67,3.710000,3.63206430787
0.67,3.705000,2.84766602577
0.67,3.700000,0.258647827068
0.67,3.695000,2.98112098597
0.67,3.690000,3.61836313583
0.67,3.685000,5.14332468907
0.67,3.680000,1.57228983387
0.67,3.675000,5.84983842317
0.67,3.670000,0.336638526632
0.67,3.665000,0.104900547532
0.67,3.660000,2.81153522647
0.67,3.655000,1.17497721617
0.67,3.650000,2.09073752747
0.67,3.645000,1.16032755593
0.67,3.640000,2.24954875897
0.67,3.635000,3.60676094147
0.67,3.630000,1.77193677827
0.67,3.625000,0.314747866368
0.67,3.620000,2.72453146417
0.67,3.615000,3.29422013687
0.67,3.610000,1.70556494647
0.67,3.605000,4.14152041627
0.68,4.445000,2.47045711358
0.68,4.440000,0.472713605679
0.68,4.435000,3.12185765408
0.68,4.430000,4.32149131638
0.68,4.425000,2.26727526088
0.68,4.420000,2.54780246398
0.68,4.415000,4.06403046058
0.68,4.410000,2.45750608988
0.68,4.405000,1.94188957528
0.68,4.400000,0.537960177621
0.68,4.395000,3.50919312518
0.68,4.390000,3.33485278678
0.68,4.385000,1.20378994328
0.68,4.380000,0.761012348779
0.68,4.375000,4.05551921368
0.68,4.370000,3.15053656238
0.68,4.365000,1.07571826578
0.68,4.360000,4.79569288878
0.68,4.355000,0.440347422221
0.68,4.350000,5.88188026238
0.68,4.345000,0.714098492379
0.68,4.340000,3.65227553848
0.68,4.335000,0.782087302579
0.68,4.330000,1.51573904152
0.68,4.325000,3.73034205888
0.68,4.320000,1.43768507288
0.68,4.315000,0.0243794805214
0.68,4.310000,0.537374984279
0.68,4.305000,0.612903485079
0.68,4.300000,0.322630602121
0.68,4.295000,1.14053702172
0.68,4.290000,6.92946012792
0.68,4.285000,18.4984477403
0.68,4.280000,69.0345257348
0.68,4.275000,73.4411408908
0.68,4.270000,1.89833005022
0.68,4.265000,3.92632280448
0.68,4.260000,1.73478377318
0.68,4.255000,5.15240124358
0.68,4.250000,4.28560870918
0.68,4.245000,3.20462554178
0.68,4.240000,3.32841444378
0.68,4.235000,6.01152855658
0.68,4.230000,2.53462813418
0.68,4.225000,5.82260730738
0.68,4.220000,2.51147219862
0.68,4.215000,0.182385290421
0.68,4.210000,1.72964223978
0.68,4.205000,0.584942536579
0.68,4.200000,5.58329737138
0.68,4.195000,2.05824623788
0.68,4.190000,0.427049981279
0.68,4.185000,5.48978505688
0.68,4.180000,3.45201773468
0.68,4.175000,6.59236546488
0.68,4.170000,4.43986001848
0.68,4.165000,4.31114855488
0.68,4.160000,8.72321622438
0.68,4.155000,4.82455824558
0.68,4.150000,2.32643048578
0.68,4.145000,2.54044937638
0.68,4.140000,4.53817995998
0.68,4.135000,5.34917924248
0.68,4.135000,9.20031510653
0.68,4.130000,2.21372388103
0.68,4.125000,9.54788559983
0.68,4.120000,10.2455150199
0.68,4.115000,4.67167798823
0.68,4.110000,4.76168945423
0.68,4.105000,5.64854337003
0.68,4.100000,8.17453735213
0.68,4.095000,5.30522713953
0.68,4.090000,0.0738168115677
0.68,4.085000,0.448531236032
0.68,4.080000,3.50741032407
0.68,4.075000,1.44662808573
0.68,4.070000,3.01422473233
0.68,4.065000,1.81258823933
0.68,4.060000,2.16864485153
0.68,4.055000,3.23941955677
0.68,4.050000,1.29782240013
0.68,4.045000,2.17765523077
0.68,4.040000,1.57738341857
0.68,4.035000,0.117549977568
0.68,4.030000,0.236988355168
0.68,4.025000,1.04959759713
0.68,4.020000,4.07512429183
0.68,4.015000,0.847445204632
0.68,4.010000,5.40357755143
0.68,4.005000,1.71022202577
0.68,4.000000,0.495693352368
0.68,3.995000,1.56248235753
0.68,3.990000,1.16043767847
0.68,3.985000,1.67969302753
0.68,3.980000,2.63664895423
0.68,3.975000,2.48884685033
0.68,3.970000,0.880748787832
0.68,3.965000,3.59957779633
0.68,3.960000,1.74372153737
0.68,3.955000,3.66593038323
0.68,3.950000,1.05684575307
0.68,3.945000,3.53087692753
0.68,3.940000,2.31949994973
0.68,3.935000,2.53219430447
0.68,3.930000,2.70195957067
0.68,3.925000,0.835086701932
0.68,3.920000,0.605568184068
0.68,3.915000,0.728952425368
0.68,3.910000,0.313723599632
0.68,3.905000,0.584797053532
0.68,3.900000,0.172503977832
0.68,3.895000,1.27479356243
0.68,3.890000,2.27664934627
0.68,3.885000,1.77792856323
0.68,3.880000,1.53537197213
0.68,3.875000,4.56192550607
0.68,3.870000,2.72523034927
0.68,3.865000,0.895074487968
0.68,3.860000,2.95661533313
0.68,3.855000,0.0720321590677
0.68,3.850000,0.460914958632
0.68,3.845000,0.196834198468
0.68,3.840000,3.14585229953
0.68,3.835000,2.53365547547
0.68,3.830000,1.78384664637
0.68,3.825000,1.37512950193
0.68,3.820000,2.47615407833
0.68,3.815000,1.70505994553
0.68,3.810000,3.20867576157
0.68,3.805000,0.669526185968
0.68,3.800000,0.881807701532
0.68,3.795000,4.14120800247
0.68,3.790000,1.51684220393
0.68,3.785000,4.53825650497
0.68,3.780000,3.19493799497
0.68,3.775000,3.31483006967
0.68,3.770000,2.66229935127
0.68,3.765000,0.359984562968
0.68,3.760000,2.48100032173
0.68,3.755000,2.19549365587
0.68,3.750000,2.21867734707
0.68,3.745000,3.82312580447
0.68,3.740000,2.39325544337
0.68,3.735000,4.12448418717
0.68,3.730000,1.38442535347
0.68,3.725000,5.23735572577
0.68,3.720000,2.31802464177
0.68,3.715000,2.46914380657
0.68,3.710000,3.41225083357
0.68,3.705000,0.109636384468
0.68,3.700000,0.323016151268
0.68,3.695000,3.02472818407
0.68,3.690000,0.778232181432
0.68,3.685000,3.69298395357
0.68,3.680000,0.481878820968
0.68,3.675000,4.37143923187
0.68,3.670000,0.210897674032
0.68,3.665000,0.240703387368
0.68,3.660000,4.70888575637
0.68,3.655000,0.547027045268
0.68,3.650000,0.310387786832
0.68,3.645000,3.21407557933
0.68,3.640000,3.49839866367
0.68,3.635000,0.832388913168
0.68,3.630000,1.96814947087
0.68,3.625000,0.390938332232
0.68,3.620000,0.948209086832
0.68,3.615000,0.274991739168
0.68,3.610000,0.876694050232
